MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,SalePrice,HouseCategory
0.2352941176470588,0.1506849315068493,0.03341980415527355,0.6666666666666665,0.5,0.1225,0.12508858965272857,0.0,0.06421232876712328,0.14009819967266776,0.11977971546581001,0.4135593220338983,0.2592313489073097,0.3333333333333333,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.0,0.9363636363636338,0.5,0.38645980253878703,0.0,0.11151736745886655,0.0,0.09090909090909091,0.5,0.565774880228371,0.614734024754171,0.6357258198887225,0.5660072113387009,0.6339741667166117,0.5329998487888005,0.6471169540384933,0.39083722916102587,0.19417186392491254,0.7573309852631593,0.5005774586825645,0.711666556920559,0.30954552683937775,0.7060189128201526,0.3104651484369591,0.3138793938114174,0.4350811978536663,0.6223149343146948,0.5660447738542094,0.7686208695781538,0.4780103697496369,0.35043857590815874,0.5060099837196692,0.5818526001837907,0.34070954374132384,0.5576531299004377,0.7447572475342086,0.5741157613175357,0.5310186098548257,0.38073609514982965,0.5778973744166807,0.5671789451863338,0.5038439366410508,0.43392899727114065,0.42496869083004146,208500,0.0
0.0,0.20205479452054792,0.03879501741101685,0.5555555555555556,0.875,0.0,0.1732813607370659,0.0,0.12157534246575341,0.2065466448445172,0.21294171638366224,0.0,0.17483044461190655,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6909090909090878,0.5,0.3244005641748942,0.34772462077012833,0.0,0.0,0.36363636363636365,0.25,0.6047713304868707,0.6048566351644669,0.4488398293457544,0.4543128410112808,0.5401820524689251,0.5581461298556828,0.32557807163669134,0.5651188427604827,0.6844489920307377,0.7978358962443185,0.9348969000305778,0.3484688429989225,0.4912597456746363,0.396149331187371,0.48470000636078,0.4594580578483278,0.5134555647998217,0.48810033135686925,0.428362547621126,0.6606169276884761,0.37651299625080165,0.6950118329125141,0.6919049321340963,0.5945116809108872,0.2865837722091177,0.40054156929880813,0.7895185105992247,0.5686422017780473,0.45069866301307593,0.2871447267815919,0.7594091079469665,0.37235137999552403,0.6520569474409428,0.7169265608640744,0.34994699455159717,181500,4.0
0.2352941176470588,0.16095890410958902,0.04650727990838767,0.6666666666666665,0.5,0.10125,0.08610914245216159,0.0,0.1857876712328767,0.15057283142389527,0.13446535107847638,0.41937046004842615,0.27354935945742276,0.3333333333333333,0.6666666666666666,0.5,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.918181818181818,0.5,0.4287729196050776,0.0,0.07678244972577697,0.0,0.7272727272727273,0.5,0.5349035812869805,0.5379793356346183,0.6547056914361956,0.46625696168042535,0.5832623824592849,0.4189398102211067,0.8005529597708574,0.3821041207328238,0.21084647220030825,0.651767643078565,0.4429149897625304,0.7589188085313419,0.4453706391369958,0.5656202936980552,0.42712362129259923,0.41046658718868617,0.49533425980190815,0.6641020543907534,0.4649659757141939,0.8181221340879801,0.5835763272671086,0.35624465060730304,0.5161802366931889,0.7196220560835365,0.38373212428678083,0.4259744887665517,0.7074897729297639,0.5986066488059271,0.3864578817380612,0.3800451188519438,0.6227895541752406,0.6141873767772221,0.6618754286446316,0.38328780186874023,0.3796214064471096,223500,0.0
0.2941176470588235,0.13356164383561642,0.0385613124868541,0.6666666666666665,0.5,0.0,0.03827072997873848,0.0,0.23116438356164382,0.12373158756137481,0.14387333639284075,0.36610169491525424,0.2605501130369254,0.3333333333333333,0.3333333333333333,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.8909090909090907,0.75,0.4527503526093089,0.0,0.06398537477148081,0.4927536231884058,0.09090909090909091,0.0,0.3127355978992376,0.5236030190900604,0.573389408833025,0.7438799929052324,0.38709439848116817,0.3642531365904514,0.5171953821905336,0.29452596913097795,0.3924801780216178,0.7144521366507348,0.5467066876230106,0.6626656299006657,0.6277933295246533,0.47629117542974925,0.41777557215978733,0.5009495376906367,0.601884379818755,0.46913882853816397,0.29950107064453657,0.5556016871190417,0.7066034687118273,0.4552814380845997,0.33005988058125435,0.7627427475780356,0.3027441407131145,0.499762613450889,0.7284241903558242,0.43181207061236354,0.3406415642288859,0.8666779496669454,0.5502083854334583,0.5170484516323783,0.40922250196565574,0.5027409937592571,0.48299870734049244,140000,1.0
0.2352941176470588,0.21575342465753422,0.06057631634298535,0.7777777777777777,0.5,0.21875,0.11605244507441531,0.0,0.20976027397260272,0.18739770867430444,0.18609453877925655,0.5099273607748184,0.35116804822908815,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.9090909090909065,0.75,0.5895627644569816,0.22403733955659275,0.15356489945155394,0.0,0.9999999999999999,0.5,0.5495417948915106,0.5993328417235022,0.5176327457808886,0.45285733640488746,0.31416382796849324,0.3160050235534654,0.5631227500490172,0.3032142509990429,0.3131547220223322,0.8348763555647012,0.40428666941361346,0.822287014222852,0.578365243607625,0.5448032119192532,0.22878729979303503,0.5525382608802929,0.5703177114906125,0.5160979747606028,0.4053195485101723,0.8797526938120013,0.5785830900438961,0.4469285119058742,0.36910440808511846,0.6511296667963581,0.37214866404054714,0.7863663299554912,0.5956441274030092,0.4970907612089041,0.4574140061309432,0.3872952114587743,0.3620903004024383,0.29402927558490655,0.6772305533987713,0.5095129882845952,0.5779478038048143,250000,0.0
0.17647058823529413,0.2191780821917808,0.05989857206291336,0.4444444444444445,0.5,0.0,0.12969525159461376,0.0,0.0273972602739726,0.13027823240589198,0.10601193207893528,0.27409200968523,0.19366993217784478,0.3333333333333333,0.3333333333333333,0.5,0.125,0.3333333333333333,0.24999999999999997,0.0,0.8454545454545439,0.5,0.3385049365303244,0.04667444574095682,0.054844606946983544,0.0,0.8181818181818182,0.75,0.33954014729180504,0.5817527359884624,0.36182812641042894,0.33748720604051274,0.17128410822656293,0.20426625458529302,0.6254741960498137,0.5120264061731251,0.5560719361858052,0.26799806434049495,0.6072956123879523,0.6803317306344472,0.43206957601818435,0.6255139448740654,0.29827866749449883,0.323607491443451,0.6082650952615314,0.4524460116959484,0.3226784472105989,0.760427071911483,0.4829797144372797,0.7477307353751093,0.28762519042221224,0.7289721993628827,0.3443502945793522,0.40632992433874326,0.5996034699832258,0.5607147236620039,0.29460779012298355,0.42423210863723787,0.312993101231197,0.48931198878007987,0.6175902254405736,0.587636640946331,0.5708625008466602,143000,0.0
0.0,0.18493150684931503,0.04105728107691229,0.7777777777777777,0.5,0.11625,0.24255846917080087,0.0,0.13570205479452055,0.27594108019639935,0.31206975676916016,0.0,0.2562170308967596,0.3333333333333333,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.9454545454545453,0.5,0.4485190409026798,0.2975495915985997,0.10420475319926874,0.0,0.6363636363636364,0.25,0.5851069486555628,0.6146041319070574,0.5123622365856402,0.512695818759286,0.4140615974903425,0.5424120993966083,0.4080420287233767,0.36737824263036467,0.36752415382898457,0.7377379125070745,0.5302330509995671,0.6700760481696559,0.527607764135046,0.5922501033596959,0.2261921298220811,0.6250109343607381,0.5499155592594341,0.5276061901321957,0.39208438707405796,0.7022952141760248,0.5376145593025057,0.5160530101072229,0.40052260545549906,0.6105722777783846,0.34009089734539744,0.6116359602866369,0.6116187948063271,0.678639729597393,0.5347136734035981,0.32978508008565877,0.4987723409376847,0.3905405697165565,0.7220527271116322,0.3815291590243748,0.3990829974220809,307000,4.0
0.2352941176470588,0.22994129158512716,0.04245016242492229,0.6666666666666665,0.625,0.15,0.15219702338766833,0.021709633649932156,0.09246575342465753,0.1811783960720131,0.1773749426342359,0.47602905569007264,0.3308214016578749,0.3333333333333333,0.6666666666666666,0.5,0.375,0.3333333333333333,0.41666666666666663,0.6666666666666666,0.6636363636363605,0.5,0.3413258110014104,0.2742123687281213,0.37294332723948814,0.41304347826086957,0.9090909090909091,0.75,0.376094034791245,0.43763572029450853,0.6689633344075305,0.616835572945587,0.37194590349269,0.39679095115863366,0.32613360101591193,0.3469790639619022,0.5878107409706397,0.8016213035442622,0.49289701817250664,0.5941967678331034,0.5633245194455454,0.34815592177570237,0.37941388307977425,0.5806814189807887,0.8096976778573567,0.6214761894326567,0.6483729740807519,0.6582215530186197,0.5393006263476849,0.658167108406862,0.49938327604633653,0.6058878481608461,0.3820446642540257,0.587713718744555,0.6301310051107243,0.27827547000429365,0.3545041716364873,0.6871167474948743,0.6822020850131043,0.4195765107938114,0.5895190766249774,0.6260328988005649,0.3355969479936904,200000,0.0
0.17647058823529413,0.10273972602739724,0.022529154689289302,0.6666666666666665,0.5,0.0,0.0,0.0,0.40753424657534243,0.155810147299509,0.15787058283616337,0.3641646489104116,0.2712886209495102,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.5,0.6666666666666666,0.2818181818181813,0.5,0.3300423131170663,0.10501750291715285,0.0,0.3713768115942029,0.2727272727272727,0.5,0.503851620287898,0.33271260255313884,0.43800240705277005,0.6095657249556452,0.2244227136911765,0.6476700162666931,0.4248586430415955,0.2942971283644868,0.234430139219711,0.6605821303970909,0.5167857166664743,0.667028960679207,0.7555038140008384,0.5370352201742856,0.49734699626390394,0.4884260914468287,0.3074885533782609,0.5593332457804816,0.542072509921962,0.5375687270512302,0.236870003027541,0.44803757256999033,0.5449288912065442,0.27779004954461683,0.16054412470221946,0.6436972167557476,0.523732775137235,0.5458018853512409,0.8907287951638128,0.6521963863346835,0.5250063958339514,0.49863005469822586,0.6544891604937004,0.7868013060579173,0.41739228064629647,129900,1.0
1.0,0.09931506849315068,0.028605482717520857,0.4444444444444445,0.625,0.0,0.15077958894401133,0.0,0.059931506849315065,0.16219312602291328,0.17049105094079853,0.0,0.13997739261492087,0.3333333333333333,0.3333333333333333,0.0,0.25,0.6666666666666666,0.24999999999999997,0.6666666666666666,0.35454545454545183,0.25,0.14456981664315938,0.0,0.007312614259597806,0.0,0.0,0.5,0.2194044984667584,0.5987171270062239,0.3768636314100446,0.6646473676989249,0.3128454349735737,0.7579167212365998,0.24200353076538417,0.2973602990594039,0.18750591277770806,0.613557952539585,0.5698654836135065,0.7484196966228099,0.7314529434279481,0.2544348085679175,0.36445501700755023,0.6287368614498019,0.3965586664527849,0.7282977783749811,0.8396451853233464,0.7524845458363956,0.4876396129504375,0.4794458478489956,0.6162543556923898,0.42897758346456627,0.3411249823141042,0.407022051183335,0.7132085896925267,0.1349911912632989,0.1857264259606078,0.452271002823304,0.7985497215377582,0.56177516803948,0.5455313720444583,1.0,0.49439386080738446,118000,1.0
